#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Streptococcus	Unknown	K9429	NZ_CAAHHH010000001.1	64369	105545	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHHH010000001.1&start=64369&end=105545
Streptococcus	Unknown	K9429	NZ_CAAHHH010000001.1	188305	212535	lanthipeptide-class-i	false	streptin	90	BGC0000556	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHHH010000001.1&start=188305&end=212535
Streptococcus	Unknown	K9429	NZ_CAAHHH010000005.1	0	5543	ripp-like	true	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHHH010000005.1&start=0&end=5543
Streptococcus	Unknown	K9429	NZ_CAAHHH010000005.1	155021	178788	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHHH010000005.1&start=155021&end=178788
Streptococcus	Unknown	K9429	NZ_CAAHHH010000006.1	115245	132001	ripp-like	true	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHHH010000006.1&start=115245&end=132001
Streptococcus	Unknown	K9429	NZ_CAAHHH010000012.1	0	1649	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHHH010000012.1&start=0&end=1649
Streptococcus	Unknown	SMRU1031	NZ_CRRQ01000002.1	143900	154200	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRRQ01000002.1&start=143900&end=154200
Streptococcus	Unknown	SMRU1031	NZ_CRRQ01000005.1	20478	43469	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRRQ01000005.1&start=20478&end=43469
Streptococcus	Unknown	SMRU1031	NZ_CRRQ01000005.1	67294	77591	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRRQ01000005.1&start=67294&end=77591
Streptococcus	Unknown	SMRU1031	NZ_CRRQ01000007.1	0	22462	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRRQ01000007.1&start=0&end=22462
Streptococcus	Unknown	SMRU1031	NZ_CRRQ01000010.1	60830	69195	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRRQ01000010.1&start=60830&end=69195
Streptococcus	Unknown	SMRU1031	NZ_CRRQ01000013.1	17224	32755	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CRRQ01000013.1&start=17224&end=32755
Streptococcus	equi	4047	NC_012471.1	191759	202047	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_012471.1&start=191759&end=202047
Streptococcus	equi	4047	NC_012471.1	515695	539470	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NC_012471.1&start=515695&end=539470
Streptococcus	equi	4047	NC_012471.1	1203641	1249713	nrps	false	equibactin	100	BGC0000347	https://antismash-db.secondarymetabolites.org/area?record=NC_012471.1&start=1203641&end=1249713
Streptococcus	equi	4047	NC_012471.1	1263090	1273474	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_012471.1&start=1263090&end=1273474
Streptococcus	equi	4047	NC_012471.1	1713176	1732269	ripp-like	false	ubericin K	31	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NC_012471.1&start=1713176&end=1732269
Streptococcus	equi	4047	NC_012471.1	1829939	1840095	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NC_012471.1&start=1829939&end=1840095
Streptococcus	equi	4047	NC_012471.1	2186568	2207495	furan	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_012471.1&start=2186568&end=2207495
Streptococcus	Unknown	NCTC5163	NZ_LS483307.1	383467	395361	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483307.1&start=383467&end=395361
Streptococcus	Unknown	NCTC5163	NZ_LS483307.1	544455	568222	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483307.1&start=544455&end=568222
Streptococcus	Unknown	NCTC5163	NZ_LS483307.1	666980	708156	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483307.1&start=666980&end=708156
Streptococcus	Unknown	HP01	NZ_CP097843.1	64940	78425	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP097843.1&start=64940&end=78425
Streptococcus	Unknown	HP01	NZ_CP097843.1	1514058	1555231	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP097843.1&start=1514058&end=1555231
Streptococcus	Unknown	1001287H_170206_C7	NZ_JADNLU010000011.1	31038	41815	butyrolactone	false	gramicidin S	6	BGC0002122	https://antismash-db.secondarymetabolites.org/area?record=NZ_JADNLU010000011.1&start=31038&end=41815
Streptococcus	Unknown	1001287H_170206_C7	NZ_JADNLU010000001.1	41840	83016	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JADNLU010000001.1&start=41840&end=83016
Streptococcus	Unknown	1001287H_170206_C7	NZ_JADNLU010000002.1	225758	235989	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JADNLU010000002.1&start=225758&end=235989
Streptococcus	Unknown	1001287H_170206_C7	NZ_JADNLU010000003.1	26359	36527	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JADNLU010000003.1&start=26359&end=36527
Streptococcus	Unknown	1001287H_170206_C7	NZ_JADNLU010000004.1	46131	56580	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JADNLU010000004.1&start=46131&end=56580
Streptococcus	Unknown	1001287H_170206_C7	NZ_JADNLU010000007.1	0	57496	ripp-like t1pks nrps hybrid	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JADNLU010000007.1&start=0&end=57496
Streptococcus	Unknown	1001287H_170206_C7	NZ_JADNLU010000008.1	0	20324	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JADNLU010000008.1&start=0&end=20324
Streptococcus	Unknown	S4	NZ_CP050270.1	47904	70781	lanthipeptide-class-ii	false	SmbA/SmbB	100	BGC0000552	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=47904&end=70781
Streptococcus	Unknown	S4	NZ_CP050270.1	91414	117918	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=91414&end=117918
Streptococcus	Unknown	S4	NZ_CP050270.1	211130	233917	lanthipeptide-class-ii	false	suicin 65	90	BGC0001788	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=211130&end=233917
Streptococcus	Unknown	S4	NZ_CP050270.1	487078	509577	rre-containing ras-ripp hybrid	false	tryglysin B	100	BGC0002583	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=487078&end=509577
Streptococcus	Unknown	S4	NZ_CP050270.1	907294	917576	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=907294&end=917576
Streptococcus	Unknown	S4	NZ_CP050270.1	974422	1015598	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=974422&end=1015598
Streptococcus	Unknown	S4	NZ_CP050270.1	1487348	1497579	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=1487348&end=1497579
Streptococcus	Unknown	S4	NZ_CP050270.1	1593325	1660644	nrps ripp-like t1pks hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=1593325&end=1660644
Streptococcus	Unknown	S4	NZ_CP050270.1	1809786	1820333	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=1809786&end=1820333
Streptococcus	Unknown	S4	NZ_CP050270.1	2031168	2074243	nrps	false	mutanocyclin/leuvalin/tyrvalin	92	BGC0002287	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP050270.1&start=2031168&end=2074243
Streptococcus	Unknown	D6_hRTP31088base_210512	NZ_JAQMKI010000002.1	0	21413	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQMKI010000002.1&start=0&end=21413
Streptococcus	Unknown	D6_hRTP31088base_210512	NZ_JAQMKI010000004.1	55297	67451	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQMKI010000004.1&start=55297&end=67451
Streptococcus	Unknown	WUSS292	NZ_JAMYJB010000007.1	9528	50683	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAMYJB010000007.1&start=9528&end=50683
Streptococcus	Unknown	SS286	NZ_JAGFUY010000001.1	69357	110512	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFUY010000001.1&start=69357&end=110512
Streptococcus	Unknown	SS286	NZ_JAGFUY010000013.1	0	21897	lassopeptide	true	cochonodin I	100	BGC0002575	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFUY010000013.1&start=0&end=21897
Streptococcus	Unknown	SS286	NZ_JAGFUY010000006.1	0	9913	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFUY010000006.1&start=0&end=9913
Streptococcus	Unknown	A15000357	NZ_JAKUXG010000001.1	73502	98577	ripp-like	false	coagulin	40	BGC0000617	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXG010000001.1&start=73502&end=98577
Streptococcus	Unknown	A15000357	NZ_JAKUXG010000003.1	15808	26039	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXG010000003.1&start=15808&end=26039
Streptococcus	Unknown	A15000357	NZ_JAKUXG010000003.1	155156	187532	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXG010000003.1&start=155156&end=187532
Streptococcus	Unknown	A15000357	NZ_JAKUXG010000004.1	143323	167557	lanthipeptide-class-i	false	mutacin III	100	BGC0000533	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXG010000004.1&start=143323&end=167557
Streptococcus	Unknown	A15000357	NZ_JAKUXG010000005.1	55626	96802	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXG010000005.1&start=55626&end=96802
Streptococcus	Unknown	A15000357	NZ_JAKUXG010000006.1	0	79584	ripp-like nrps transat-pks hybrid	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXG010000006.1&start=0&end=79584
Streptococcus	Unknown	A15000357	NZ_JAKUXG010000006.1	119157	129704	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXG010000006.1&start=119157&end=129704
Streptococcus	Unknown	A15000357	NZ_JAKUXG010000008.1	161634	184133	rre-containing ras-ripp hybrid	false	tryglysin B	100	BGC0002583	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXG010000008.1&start=161634&end=184133
Streptococcus	Unknown	D13054009	NZ_JAKUXJ010000003.1	35035	45263	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXJ010000003.1&start=35035&end=45263
Streptococcus	Unknown	D13054009	NZ_JAKUXJ010000003.1	114872	125169	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXJ010000003.1&start=114872&end=125169
Streptococcus	Unknown	D13054009	NZ_JAKUXJ010000006.1	97878	139051	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXJ010000006.1&start=97878&end=139051
Streptococcus	Unknown	D13054009	NZ_JAKUXJ010000007.1	139914	152068	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXJ010000007.1&start=139914&end=152068
Streptococcus	Unknown	M334	NZ_GL732486.1	105676	126594	furan	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_GL732486.1&start=105676&end=126594
Streptococcus	Unknown	M334	NZ_GL732486.1	357153	380766	ras-ripp	false	macedocin	14	BGC0000526	https://antismash-db.secondarymetabolites.org/area?record=NZ_GL732486.1&start=357153&end=380766
Streptococcus	Unknown	M334	NZ_GL732486.1	384312	408003	ras-ripp	false	thermophilin 1277	25	BGC0000561	https://antismash-db.secondarymetabolites.org/area?record=NZ_GL732486.1&start=384312&end=408003
Streptococcus	Unknown	M334	NZ_GL732487.1	146576	156879	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_GL732487.1&start=146576&end=156879
Streptococcus	Unknown	M334	NZ_GL732488.1	53559	74693	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_GL732488.1&start=53559&end=74693
Streptococcus	Unknown	M334	NZ_GL732489.1	124594	141999	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_GL732489.1&start=124594&end=141999
Streptococcus	Unknown	M334	NZ_GL732490.1	25463	66636	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_GL732490.1&start=25463&end=66636
Streptococcus	Unknown	M334	NZ_GL732493.1	6178	38118	lanthipeptide-class-ii ripp-like hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_GL732493.1&start=6178&end=38118
Streptococcus	Unknown	M334	NZ_GL732495.1	14459	29825	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_GL732495.1&start=14459&end=29825
Streptococcus	dysgalactiae	ATCC 27957	NZ_CM001076.1	674441	694597	lap	false	streptolysin S	22	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001076.1&start=674441&end=694597
Streptococcus	dysgalactiae	ATCC 27957	NZ_CM001076.1	809012	850194	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001076.1&start=809012&end=850194
Streptococcus	dysgalactiae	ATCC 27957	NZ_CM001076.1	851766	874553	lanthipeptide-class-ii	false	macedocin	85	BGC0000526	https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001076.1&start=851766&end=874553
Streptococcus	dysgalactiae	ATCC 27957	NZ_CM001076.1	1548805	1571430	lanthipeptide-class-iii	false	thermophilin 1277	15	BGC0000561	https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001076.1&start=1548805&end=1571430
Streptococcus	sanguinis	CCUG 59320	NZ_GL872408.1	337321	359626	lanthipeptide-class-iii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_GL872408.1&start=337321&end=359626
Streptococcus	sanguinis	CCUG 59320	NZ_GL872408.1	1485320	1526499	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_GL872408.1&start=1485320&end=1526499
Streptococcus	parasanguinis	CC87K	NZ_KI669401.1	1266534	1307707	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI669401.1&start=1266534&end=1307707
Streptococcus	parasanguinis	CC87K	NZ_KI669402.1	87142	109446	ras-ripp	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI669402.1&start=87142&end=109446
Streptococcus	thermophilus	TH1477	NZ_CM003135.1	97492	139991	hgle-ks	false	lactocin S	10	BGC0000523	https://antismash-db.secondarymetabolites.org/area?record=NZ_CM003135.1&start=97492&end=139991
Streptococcus	thermophilus	TH1477	NZ_CM003135.1	197182	239047	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CM003135.1&start=197182&end=239047
Streptococcus	thermophilus	TH1477	NZ_CM003135.1	1255969	1278738	ras-ripp	false	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/area?record=NZ_CM003135.1&start=1255969&end=1278738
Streptococcus	thermophilus	TH1477	NZ_CM003135.1	1519199	1538130	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CM003135.1&start=1519199&end=1538130
Streptococcus	thermophilus	TH1477	NZ_KN848308.1	0	4943	lanthipeptide-class-ii	true	thermophilin 1277	15	BGC0000561	https://antismash-db.secondarymetabolites.org/area?record=NZ_KN848308.1&start=0&end=4943
Streptococcus	thermophilus	TH1477	NZ_KN848316.1	0	3889	lanthipeptide-class-v	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KN848316.1&start=0&end=3889
Streptococcus	equinus	2B	NZ_KL370862.1	621867	663046	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KL370862.1&start=621867&end=663046
Streptococcus	equinus	2B	NZ_JNKQ01000003.1	86429	128622	arylpolyene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JNKQ01000003.1&start=86429&end=128622
Streptococcus	Unknown	SK637	NZ_CP028415.1	52367	64521	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028415.1&start=52367&end=64521
Streptococcus	Unknown	SK637	NZ_CP028415.1	1474714	1515887	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028415.1&start=1474714&end=1515887
Streptococcus	Unknown	SK637	NZ_CP028415.1	1879289	1900216	furan	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028415.1&start=1879289&end=1900216
Streptococcus	Unknown	SMRU1047	NZ_CRCU01000002.1	28898	39198	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRCU01000002.1&start=28898&end=39198
Streptococcus	Unknown	SMRU1047	NZ_CRCU01000003.1	61028	77578	lanthipeptide-class-iv	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRCU01000003.1&start=61028&end=77578
Streptococcus	Unknown	SMRU1047	NZ_CRCU01000004.1	40789	65006	lassopeptide	false	cochonodin I	100	BGC0002575	https://antismash-db.secondarymetabolites.org/area?record=NZ_CRCU01000004.1&start=40789&end=65006
Streptococcus	Unknown	SMRU1047	NZ_CRCU01000007.1	50205	66334	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRCU01000007.1&start=50205&end=66334
Streptococcus	Unknown	SMRU1047	NZ_CRCU01000016.1	32005	45916	ripp-like	true	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CRCU01000016.1&start=32005&end=45916
Streptococcus	Unknown	SMRU1047	NZ_CRCU01000020.1	0	6122	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRCU01000020.1&start=0&end=6122
Streptococcus	Unknown	SMRU1047	NZ_CRCU01000021.1	29260	39025	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRCU01000021.1&start=29260&end=39025
Streptococcus	Unknown	SMRU1047	NZ_CRCU01000028.1	0	21673	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CRCU01000028.1&start=0&end=21673
Streptococcus	Unknown	D141	NZ_CP016633.2	31756	47273	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP016633.2&start=31756&end=47273
Streptococcus	Unknown	D141	NZ_CP016633.2	97852	118128	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP016633.2&start=97852&end=118128
Streptococcus	Unknown	D141	NZ_CP016633.2	487585	504465	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP016633.2&start=487585&end=504465
Streptococcus	Unknown	D141	NZ_CP016633.2	637857	648157	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP016633.2&start=637857&end=648157
Streptococcus	Unknown	D141	NZ_CP016633.2	1433275	1455315	lanthipeptide-class-iv	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP016633.2&start=1433275&end=1455315
Streptococcus	Unknown	D141	NZ_CP016633.2	1552209	1593382	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP016633.2&start=1552209&end=1593382
Streptococcus	Unknown	D141	NZ_CP016633.2	1793945	1804242	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP016633.2&start=1793945&end=1804242
